"carat","depth","table","x","y","z","cutNumber","colorNumber","priceNumber"
0.72,62.7,56,5.75,5.67,3.58,3,1,2
0.7,63.9,59,5.68,5.56,3.59,2,6,2
0.56,62.6,58,5.23,5.28,3.29,4,6,2
0.6,61.1,55,5.46,5.48,3.34,3,4,2
0.6,62.2,55,5.38,5.43,3.36,3,3,2
0.74,61.6,59,5.82,5.77,3.57,4,1,2
0.53,60.6,56,5.25,5.28,3.19,3,4,2
0.5,61.1,58.2,5.08,5.12,3.11,2,6,2
0.63,59.9,59,5.59,5.63,3.36,3,5,2
1,60.4,61,6.39,6.32,3.84,4,3,2
0.98,67.3,60,6.17,6.11,4.14,1,4,2
0.51,61,57,5.17,5.19,3.16,3,4,2
0.51,61.6,56,5.12,5.16,3.17,3,4,2
0.49,62.3,55,5.03,5.05,3.14,3,7,2
0.7,64.1,56,5.64,5.59,3.6,2,4,2
0.5,59.6,60,5.18,5.15,3.08,4,4,2
0.5,61.6,60,5.13,5.1,3.15,4,4,2
0.5,60.9,61,5.13,5.11,3.12,4,4,2
0.5,62.1,55,5.09,5.05,3.15,3,4,2
0.5,60.9,59,5.12,5.09,3.11,4,4,2
0.5,62.9,57,5.11,5.04,3.19,3,4,2
0.56,60.5,59,5.42,5.33,3.25,4,5,2
0.66,61.6,55,5.63,5.66,3.48,3,3,2
0.5,61.9,55,5.09,5.12,3.16,3,7,2
0.71,61.1,56,5.75,5.79,3.53,5,2,2
0.5,60.6,66,5.06,5.1,3.08,5,4,2
0.54,62,56,5.17,5.25,3.23,3,6,2
0.54,61,56,5.24,5.35,3.23,3,6,2
0.53,60.8,55,5.26,5.3,3.21,3,5,2
0.9,65.1,58,6.05,5.99,3.92,1,4,2
0.9,62.3,53,6.16,6.12,3.82,4,4,2
0.6,59.5,57.8,5.48,5.56,3.28,5,5,2
0.7,59.9,59,5.75,5.81,3.46,5,5,2
0.7,62.1,57,5.63,5.68,3.51,5,5,2
0.49,58.8,60,5.26,5.14,3.06,4,7,2
0.6,58.8,60.7,5.52,5.55,3.25,2,5,2
0.7,63.2,61,5.62,5.59,3.54,5,1,2
0.7,61.2,60,5.73,5.7,3.5,4,1,2
0.55,62.8,56,5.2,5.24,3.28,5,6,2
0.72,61.7,58,5.67,5.77,3.53,4,1,2
0.56,61.4,56,5.3,5.32,3.26,3,3,2
0.59,60.2,61,5.43,5.47,3.28,3,6,2
0.57,62.9,56,5.31,5.35,3.35,5,6,2
0.59,62.5,53,5.46,5.35,3.38,5,4,2
0.5,62.7,56,5.08,5.03,3.17,5,5,2
0.57,61.2,55,5.35,5.38,3.29,3,4,2
0.57,62.1,53,5.36,5.41,3.34,3,6,2
0.62,60.1,58,5.56,5.48,3.32,4,5,2
0.57,62.5,54.2,5.29,5.31,3.31,3,4,2
0.54,64.8,59,5.11,5.05,3.29,1,5,2
0.54,60.9,59,5.28,5.26,3.21,4,2,2
0.57,61.7,60,5.28,5.32,3.27,4,7,2
0.54,60.4,55,5.32,5.27,3.2,3,3,2
0.54,61.7,57,5.24,5.23,3.23,3,3,2
0.54,61.8,55,5.24,5.21,3.23,3,3,2
0.75,59.1,66,5.99,5.82,3.49,1,1,2
0.6,63.8,57,5.32,5.27,3.38,2,7,2
0.65,62.4,58,5.52,5.57,3.46,5,7,2
0.7,61.6,58,5.69,5.71,3.51,3,1,2
0.53,60.4,59,5.26,5.3,3.19,3,4,2
0.69,61.2,58,5.73,5.7,3.5,4,5,2
0.7,64.6,57,5.6,5.57,3.61,1,5,2
0.52,61.2,56,5.2,5.16,3.17,3,6,2
0.53,61.7,57,5.19,5.22,3.21,5,4,2
0.55,60.5,56,5.36,5.37,3.24,3,4,2
0.53,62.2,54,5.17,5.22,3.23,3,4,2
0.53,60.4,56,5.24,5.29,3.18,3,4,2
0.53,61.5,56,5.22,5.25,3.22,3,6,2
0.58,62.4,60,5.34,5.3,3.32,4,4,2
0.56,62,54,5.28,5.32,3.29,3,4,2
0.76,59.9,59,5.92,5.94,3.55,5,1,2
0.57,60.9,56,5.36,5.38,3.27,3,3,2
0.7,66,53,5.53,5.47,3.63,1,4,2
0.53,62,54,5.22,5.27,3.25,3,3,2
0.57,62.1,56,5.33,5.3,3.3,3,4,2
0.57,62.4,58,5.32,5.29,3.31,4,4,2
0.57,61.8,55,5.38,5.34,3.31,3,6,2
0.57,61.8,56,5.33,5.29,3.28,3,6,2
0.57,61.4,58,5.37,5.32,3.28,4,6,2
0.57,62.9,57,5.29,5.26,3.32,3,6,2
0.58,60.6,56,5.42,5.38,3.27,4,6,2
0.7,60.1,59,5.79,5.75,3.47,3,1,2
0.46,62,55,4.96,4.98,3.08,3,5,2
0.53,58.5,61,5.39,5.28,3.12,4,6,2
0.86,63.2,61,6.05,5.97,3.79,5,1,2
0.69,62.6,59.6,5.59,5.66,3.52,5,5,2
0.56,59.8,61,5.35,5.36,3.2,2,6,2
0.49,62.2,56,5.04,5.08,3.14,5,5,2
0.7,61.1,61,5.64,5.69,3.46,5,1,2
0.71,60,58,5.79,5.85,3.49,4,2,2
0.63,64.6,57.7,5.36,5.41,3.47,1,6,2
0.72,61,56,5.75,5.8,3.52,5,3,2
0.58,61.4,56,5.38,5.4,3.31,3,5,2
0.78,63,60,5.88,5.82,3.66,4,1,2
0.54,63.3,60,5.1,5.17,3.25,5,6,2
0.7,64.3,63,5.55,5.58,3.58,2,5,2
0.57,61.8,57,5.29,5.32,3.28,3,7,2
0.53,61.8,56,5.19,5.24,3.22,3,4,2
0.53,60.4,58,5.26,5.23,3.17,4,7,2
0.53,60.6,57,5.28,5.24,3.19,3,7,2
0.53,61.2,57,5.26,5.2,3.2,3,7,2
0.53,61.4,55,5.25,5.21,3.21,3,7,2
0.53,62.6,56,5.18,5.14,3.23,3,7,2
0.53,62.1,55,5.2,5.17,3.22,3,7,2
0.53,61.2,56,5.23,5.2,3.19,3,7,2
0.53,62.3,56,5.17,5.14,3.21,3,7,2
0.53,62,56,5.29,5.2,3.25,3,6,2
0.53,62.3,57,5.23,5.19,3.25,3,6,2
0.52,61.4,55.3,5.18,5.21,3.19,3,4,2
0.53,62.5,59,5.15,5.18,3.23,4,3,2
0.54,60.6,56,5.28,5.31,3.21,3,4,2
0.54,60.1,57,5.29,5.31,3.18,3,4,2
0.53,62.1,56,5.19,5.21,3.23,3,4,2
0.75,63.1,57,5.79,5.74,3.64,5,1,2
0.31,61.8,57,4.33,4.37,2.69,3,7,1
0.31,62,56,4.35,4.39,2.71,3,7,1
0.27,62.1,56,4.14,4.18,2.58,3,2,1
0.32,61.5,57,4.41,4.45,2.72,3,3,1
0.39,62.4,54,4.67,4.69,2.92,3,2,1
0.25,61.6,55,4.06,4.08,2.51,3,5,1
0.25,61.7,56,4.04,4.07,2.5,3,5,1
0.25,60.6,57,4.08,4.11,2.48,3,6,1
0.28,62.3,52,4.2,4.26,2.62,5,5,1
0.31,61.2,55.6,4.33,4.38,2.67,3,2,1
0.23,61.5,57,3.94,3.97,2.43,3,4,1
0.23,61.8,56,3.92,3.94,2.43,3,4,1
0.23,61.7,55,3.94,3.98,2.44,3,4,1
0.24,62,56,3.99,3.94,2.46,3,5,1
0.24,62.6,58,4.03,3.99,2.51,4,6,1
0.7,63.2,60,5.58,5.62,3.54,5,1,2
0.62,62.2,55,5.45,5.51,3.41,3,7,2
0.51,62.1,55,5.14,5.2,3.21,3,7,2
0.54,61.3,56,5.27,5.23,3.22,4,6,2
0.5,62.1,58,5.07,5.11,3.16,3,5,2
0.71,63.8,56,5.65,5.6,3.59,2,4,2
0.58,62.1,53.6,5.35,5.38,3.34,3,3,2
0.57,61.6,56,5.32,5.35,3.28,3,3,2
0.57,62.3,57,5.29,5.32,3.3,3,5,2
0.74,60.9,61,5.84,5.75,3.53,4,3,2
0.51,61.6,57,5.13,5.16,3.17,3,7,2
0.74,62,53,5.85,5.74,3.6,1,3,2
0.56,61.9,57,5.26,5.3,3.27,3,7,2
0.56,61.6,56,5.27,5.31,3.26,3,7,2
0.56,61.2,56,5.3,5.35,3.26,3,7,2
0.56,61.1,57,5.33,5.37,3.27,5,6,2
0.56,61.4,55,5.33,5.35,3.28,3,7,2
0.56,61,57,5.28,5.35,3.24,3,7,2
0.56,62.8,57,5.25,5.29,3.31,5,7,2
0.56,62.1,57,5.25,5.28,3.27,3,7,2
0.51,61.4,56,5.14,5.15,3.16,3,4,2
0.57,62.1,56,5.34,5.29,3.3,3,7,2
0.68,60.1,57.9,5.69,5.74,3.43,5,5,2
0.63,61.5,56,5.52,5.53,3.4,3,7,2
0.57,61.4,57,5.32,5.37,3.28,3,6,2
0.75,61,59,5.79,5.85,3.55,2,1,2
0.7,61.8,56,5.66,5.6,3.48,3,4,2
0.72,63,57,5.69,5.74,3.6,5,1,2
0.5,61,60,5.08,5.12,3.11,4,4,2
0.5,63.3,56,5.07,5.1,3.22,2,4,2
0.5,62.7,57,5.07,5.1,3.19,3,4,2
0.72,62.6,56,5.67,5.74,3.57,3,1,2
0.7,63,60,5.62,5.59,3.53,4,2,2
0.64,62.2,55,5.51,5.55,3.44,5,7,2
0.52,59.2,58,5.23,5.31,3.12,3,3,2
0.71,60.1,61,5.82,5.77,3.48,4,1,2
0.7,63.2,55,5.63,5.57,3.54,5,1,2
0.72,64,59,5.59,5.63,3.59,2,4,2
0.61,60.5,57,5.52,5.54,3.35,5,3,2
0.72,62.6,53,5.75,5.78,3.61,5,3,2
0.51,61.8,54.7,5.12,5.15,31.8,5,6,2
0.6,61.9,57,5.39,5.43,3.35,3,5,2
0.65,59.6,58,5.65,5.62,3.36,4,5,2
0.61,62.9,58,5.33,5.39,3.37,5,5,2
0.61,59.6,61,5.5,5.58,3.3,5,5,2
0.7,61.5,57,5.7,5.74,3.52,3,1,2
0.51,63.2,58,5.11,5.08,3.22,5,4,2
0.5,61.4,61,5.14,5.03,3.12,4,3,2
0.71,63.7,56,5.62,5.65,3.59,5,3,2
0.7,63.8,56,5.58,5.62,3.57,5,2,2
0.7,61.9,57,5.65,5.69,3.51,3,1,2
0.51,59.1,59,5.21,5.18,3.07,4,4,2
0.51,61.7,58,5.18,5.13,3.18,4,4,2
0.51,61.1,56,5.19,5.15,3.16,3,4,2
0.51,61.5,57,5.18,5.13,3.17,3,4,2
0.51,61.5,56,5.15,5.12,3.16,4,4,2
0.51,62.9,57,5.12,5.09,3.21,3,4,2
0.51,61.8,56,5.16,5.1,3.17,3,4,2
0.51,63.1,58,5.11,5.07,3.21,5,4,2
0.7,65.3,54,5.58,5.54,3.63,1,5,2
0.55,58.5,58.4,5.39,5.42,3.16,5,7,2
0.55,61.1,55,5.3,5.33,3.25,3,6,2
0.55,61.2,56.4,5.28,5.33,3.25,5,5,2
0.58,61.5,60,5.37,5.33,3.29,4,4,2
0.51,62.7,55,5.08,5.1,3.19,3,4,2
0.5,64,55,5.05,5.08,3.24,2,4,2
0.61,58.7,64,5.53,5.5,3.24,2,3,2
0.58,60.2,57,5.41,5.45,3.27,5,7,2
0.71,62.3,55,5.72,5.68,3.55,4,4,2
0.5,63.5,60,4.98,5.04,3.18,5,5,2
0.66,61.6,58.1,5.54,5.58,3.42,5,3,2
0.59,61.4,57,5.39,5.4,3.31,3,7,2
0.66,59.8,60.9,5.62,5.68,3.38,2,3,2
0.58,63.3,55,5.27,5.31,3.35,5,3,2
0.7,61.7,57,5.65,5.69,3.5,5,1,2
0.58,61.2,57,5.36,5.39,3.29,3,5,2
0.51,62,60.5,5.05,5.08,3.15,2,6,2
0.55,62,55,5.29,5.26,3.27,3,5,2
0.55,61.9,56,5.29,5.25,3.26,3,5,2
0.5,67.6,57,4.95,4.84,3.31,1,7,2
0.67,63.4,59,5.53,5.57,3.52,5,3,2
0.54,61.9,57,5.22,5.25,3.24,3,4,2
0.52,61.5,56,5.19,5.21,3.2,3,5,2
0.56,61.7,55.1,5.29,5.33,3.27,3,5,2
0.7,57,58,5.87,5.89,3.35,1,3,2
0.71,63.3,55,5.66,5.62,3.57,5,1,2
0.54,61.3,56,5.23,5.28,3.22,3,4,2
0.59,62,58,5.38,5.36,3.33,4,3,2
0.7,61.7,58,5.72,5.69,3.52,4,3,2
0.54,60.6,55,5.28,5.31,3.21,5,4,2
0.58,62.1,56,5.32,5.38,3.32,3,5,2
0.6,61.5,59,5.4,5.43,3.33,5,7,2
0.58,62.6,54,5.34,5.3,3.33,3,4,2
0.58,61.9,57,5.37,5.33,3.31,3,6,2
0.58,61.9,56,5.38,5.35,3.32,3,6,2
0.54,61.4,55,5.22,5.3,3.23,3,4,2
0.54,61,56,5.25,5.3,3.22,3,4,2
0.54,62.1,56,5.19,5.22,3.23,3,4,2
0.51,61.6,55,5.15,5.2,3.19,3,6,2
0.59,59.2,56,5.47,5.54,3.26,5,7,2
0.71,60.9,55,5.76,5.87,3.54,5,1,2
0.51,61.1,56,5.16,5.2,3.17,3,7,2
0.54,61.6,54,5.24,5.25,3.23,3,7,2
0.46,61.1,56,5,5.02,3.06,3,4,2
0.5,61.3,57,5.15,5.07,3.13,4,4,2
0.72,62.1,59,5.75,5.71,3.56,4,1,2
0.72,62.7,58,5.67,5.72,3.57,5,1,2
0.52,60.2,56,5.23,5.27,3.16,3,2,2
0.61,61.8,56,5.42,5.46,3.36,5,5,2
0.74,59.2,64,5.79,5.66,3.4,2,3,2
0.54,62,59,5.22,5.16,3.22,4,5,2
0.55,61.7,55,5.26,5.25,3.24,3,7,2
0.58,59.7,59,5.4,5.45,3.24,4,4,2
0.53,62.1,54,5.2,5.23,3.24,3,4,2
0.63,61.1,57,5.5,5.54,3.37,5,3,2
0.64,62.1,57,5.52,5.49,3.42,3,7,2
0.55,60.9,55,5.34,5.37,3.26,3,4,2
0.64,62,54,5.53,5.56,3.44,3,2,2
0.72,61.1,61,5.79,5.74,3.52,4,2,2
0.38,61.6,55,4.66,4.69,2.88,3,7,2
0.46,61.6,59,4.92,4.97,3.05,5,7,2
0.59,61.6,61,5.34,5.37,3.3,5,6,2
0.53,61.7,54.5,5.2,5.26,3.23,3,4,2
0.54,61.3,59,5.26,5.21,3.21,4,6,2
0.54,61.1,56,5.29,5.25,3.22,3,7,2
0.54,60.9,58,5.31,5.27,3.22,4,7,2
0.54,61.3,56,5.26,5.22,3.21,3,7,2
0.54,62.6,57,5.24,5.18,3.26,3,7,2
0.54,61.8,56,5.24,5.21,3.23,3,7,2
0.54,61.7,58,5.24,5.16,3.21,4,7,2
0.59,61.6,55,5.41,5.43,3.34,3,6,2
0.52,59.6,57,5.24,5.3,3.14,5,7,2
0.7,61,66,5.68,5.64,3.45,1,3,2
0.7,63.3,55,5.64,5.6,3.56,5,2,2
0.7,64.4,55,5.6,5.55,3.59,1,2,2
0.6,62.2,56,5.44,5.4,3.37,3,7,2
0.72,61.6,56,5.76,5.73,3.54,3,1,2
0.77,61.2,58,5.99,5.96,3.64,4,4,2
1,66.9,57,6.15,6.03,4.09,1,2,2
0.57,61.8,56,5.31,5.34,3.29,3,7,2
0.7,65.3,56,5.57,5.54,3.63,1,6,2
0.51,61.9,56,5.13,5.15,3.18,3,5,2
0.79,61.6,58,5.98,5.94,3.67,4,3,2
0.54,60,57,5.31,5.36,3.2,3,4,2
0.7,61.5,63,5.63,5.59,3.45,5,3,2
0.7,62.1,62,5.67,5.63,3.51,4,3,2
0.56,61,60,5.39,5.32,3.27,4,4,2
0.7,62.8,56,5.64,5.66,3.55,3,1,2
0.7,57.2,66,5.76,5.74,3.29,1,6,2
0.77,61.2,56,5.91,5.96,3.63,5,1,2
0.3,64.6,54,4.29,4.25,2.76,1,7,1
0.34,63.9,56,4.43,4.4,2.82,2,5,1
0.3,60.8,65,4.29,4.26,2.6,2,7,1
0.37,61.5,56,4.6,4.63,2.84,3,2,1
0.31,62.3,58,4.38,4.35,2.72,4,2,1
0.31,59.6,58,4.44,4.39,2.63,4,2,1
0.31,62.5,56,4.35,4.29,2.7,3,2,1
0.27,60.8,56,4.25,4.23,2.58,3,6,1
0.23,63.8,56,3.94,3.9,2.5,2,4,1
0.34,61,60,4.48,4.51,2.74,4,2,1
0.34,61.1,58,4.47,4.5,2.74,4,3,1
0.36,61.2,59,4.56,4.59,2.8,4,7,1
0.34,61.7,60,4.47,4.51,2.77,4,3,1
0.34,59.5,59,4.55,4.59,2.72,4,2,1
0.34,63.1,56,4.41,4.46,2.8,2,3,1
0.72,63.4,57,5.67,5.71,3.61,5,4,2
0.55,61.2,57,5.28,5.3,3.24,3,6,2
0.53,61.4,57,5.18,5.21,3.19,3,4,2
0.71,60.7,61,5.72,5.77,3.49,3,1,2
0.61,62.4,55,5.42,5.45,3.39,3,5,2
0.74,62.2,57,5.79,5.77,3.59,4,6,2
0.5,60.9,59,5.07,5.11,3.1,5,6,2
0.71,60.4,59,5.76,5.79,3.49,5,2,2
0.56,61.4,54,5.33,5.35,3.28,3,4,2
0.51,62.6,57,5.08,5.14,3.2,3,4,2
0.51,62.3,55,5.1,5.14,3.19,3,4,2
0.53,61.8,56,5.18,5.2,3.21,3,4,2
0.7,60.9,58,5.73,5.66,3.47,4,1,2
0.77,61.2,66,5.92,5.83,3.6,1,1,2
0.71,60.8,57,5.77,5.81,3.52,3,3,2
0.71,61,58,5.73,5.77,3.51,4,3,2
0.76,59.1,63,5.91,5.84,3.47,5,7,2
0.71,64.2,57,5.62,5.57,3.59,2,2,2
0.57,59.1,57,5.43,5.5,3.23,5,6,2
0.5,58.3,62,5.16,5.23,3.03,2,6,2
0.54,62.2,56,5.27,5.21,3.26,4,7,2
0.56,61.4,57,5.26,5.32,3.25,5,4,2
0.6,63.7,56,5.34,5.36,3.41,5,7,2
0.56,61.1,56,5.29,5.34,3.25,3,6,2
0.7,61.7,57,5.65,5.8,3.53,5,4,2
0.7,61.5,58,5.69,5.76,3.52,4,4,2
0.7,61.7,59,5.66,5.68,3.5,4,3,2
0.52,61,56,5.2,5.23,3.18,3,7,2
0.77,63.3,57,5.84,5.79,3.68,5,1,2
0.56,61.5,58,5.33,5.28,3.26,4,7,2
0.52,61.5,62,5.17,5.14,3.17,4,4,2
0.52,61.8,57,5.19,5.14,3.19,3,4,2
0.52,62.4,55,5.19,5.17,3.23,3,4,2
0.52,61,56,5.24,5.18,3.18,3,4,2
0.52,62.1,56,5.17,5.14,3.2,3,4,2
0.52,61.7,56,5.16,5.14,3.18,3,4,2
0.52,62.1,57,5.17,5.13,3.2,3,4,2
0.52,61.8,59,5.16,5.13,3.18,4,4,2
0.78,61.9,54,5.89,5.85,3.63,3,3,2
0.63,61.5,54,5.54,5.58,3.42,3,7,2
0.72,62.1,59,5.66,5.73,3.54,5,4,2
0.57,58.3,61,5.42,5.45,3.17,2,7,2
0.71,56.6,63,5.9,5.76,3.3,2,7,2
0.56,62.7,59,5.27,5.22,3.29,4,5,2
0.54,63,54,5.19,5.23,3.28,5,7,2
0.56,61.7,54,5.34,5.3,3.28,3,5,2
0.5,59.9,58,5.14,5.17,3.09,3,5,2
0.7,64,55,5.62,5.59,3.59,2,4,2
0.56,61.7,56,5.32,5.28,3.27,3,5,2
0.56,61.7,56,5.33,5.3,3.28,3,5,2
0.5,62,56,5.08,5.05,3.14,3,5,2
0.6,59.6,59,5.52,5.48,3.28,4,6,2
1.01,59.2,57,6.58,6.44,3.85,4,2,2
0.5,62,58,5.06,5.07,3.14,3,5,2
0.59,62.1,55,5.4,5.35,3.34,3,4,2
0.53,61.6,55.6,5.19,5.24,3.22,3,6,2
0.72,61.6,59,5.83,5.68,3.55,4,6,2
0.7,62.3,58,5.63,5.57,3.49,4,3,2
0.55,61.5,56,5.28,5.26,3.24,3,7,2
0.7,62.2,59,5.7,5.65,3.53,4,3,2
0.51,58.2,58,5.33,5.29,3.09,4,6,2
0.52,61.8,60,5.14,5.18,3.19,5,6,2
0.7,61.1,56,5.74,5.75,3.51,5,2,2
0.53,61.5,55,5.19,5.22,3.2,3,7,2
0.55,61.9,56,5.23,5.27,3.25,3,4,2
0.55,62.5,56,5.22,5.25,3.27,3,4,2
0.8,60.2,59,6.07,5.95,3.62,4,1,2
0.78,60.6,58,5.94,5.91,3.59,4,1,2
0.7,60.8,59,5.73,5.71,3.48,4,5,2
0.71,61.8,55,5.75,5.7,3.54,3,3,2
0.7,60.7,59,5.75,5.79,3.5,5,2,2
0.55,62.2,54.3,5.24,5.27,3.27,3,4,2
0.5,62.2,54,5.07,5.12,3.17,3,5,2
0.75,62.3,57,5.84,5.81,3.63,3,1,2
0.56,60.4,56,5.36,5.33,3.23,3,7,2
0.76,61.8,54,5.87,5.91,3.64,3,1,2
0.55,61.4,57,5.26,5.3,3.24,3,5,2
0.56,61.7,56,5.33,5.3,3.28,3,7,2
0.51,61.4,55,5.15,5.18,3.17,3,4,2
0.51,63.9,57,5.08,5.06,3.24,2,4,2
0.72,62.2,58,5.68,5.73,3.55,5,1,2
0.55,61.4,56,5.27,5.28,3.24,3,4,2
0.71,64.2,58,5.52,5.57,3.56,2,2,2
0.71,60.4,63,5.8,5.73,3.48,5,2,2
0.71,63.5,59,5.63,5.67,3.59,2,4,2
0.7,63.3,60,5.57,5.65,3.55,2,3,2
0.53,62.7,56,5.16,6.2,3.25,3,5,2
0.54,62,57,5.25,5.21,3.24,3,4,2
0.55,62.3,60,5.26,5.18,3.25,4,6,2
0.55,61.3,60,5.29,5.28,3.24,4,7,2
0.55,61.8,54,5.29,5.26,3.26,3,7,2
0.55,62.5,56,5.26,5.23,3.28,3,6,2
0.73,60.1,62,5.85,5.9,3.53,5,1,2
0.71,61.8,56,5.7,5.72,3.53,3,4,2
0.63,63,56.2,5.38,5.48,3.42,5,5,2
0.56,61.3,55,5.32,5.29,3.25,3,6,2
0.7,63.6,65,5.67,5.55,3.57,2,6,2
0.82,57.4,59,6.19,6.25,3.57,2,1,2
0.5,62.4,53.7,5.08,5.12,3.18,3,7,2
0.7,64.2,55,5.57,5.61,3.59,5,2,2
0.7,64.3,57,5.59,5.63,3.61,2,2,2
0.7,59.9,57,5.74,5.77,3.45,5,3,2
0.7,62.8,59,5.62,5.65,3.54,5,3,2
0.5,61.1,58,5.12,5.08,3.11,3,6,2
0.78,59.4,62,6.01,6.05,3.58,5,1,2
0.7,64.9,58,5.46,5.59,3.59,1,5,2
1,64.5,58,6.33,6.1,4.01,1,2,2
0.71,60.9,56,5.8,5.83,3.54,5,5,2
0.58,61.9,57,5.47,5.36,3.35,4,5,2
1.01,64.5,54,6.31,6.22,4.03,1,6,2
0.7,61.8,58,5.73,5.7,3.53,4,6,2
0.73,60.2,58,5.87,5.82,3.52,4,1,2
1.04,67.3,56,6.34,6.23,4.22,1,2,2
0.7,59.6,61,5.8,5.88,3.48,5,5,2
0.71,58.2,57,5.89,5.93,3.44,5,4,2
0.57,61.9,56,5.29,5.3,3.28,3,4,2
0.57,61.3,56,5.35,5.36,3.28,3,5,2
0.54,61.4,57,5.21,5.24,3.21,3,7,2
0.52,62.3,55,5.13,5.15,3.2,5,4,2
0.63,61.2,57,5.5,5.55,3.37,3,3,2
0.59,62.8,54,5.41,5.34,3.38,4,4,2
0.51,62,55,5.11,5.14,3.17,5,5,2
0.5,61.9,59,5.07,5.11,3.15,5,5,2
0.62,59.8,58,5.55,5.59,3.33,5,5,2
0.54,61.3,56,5.25,5.27,3.23,3,4,2
0.54,61.9,54,5.23,5.25,3.24,3,4,2
0.61,61.8,56,5.43,5.48,3.37,3,4,2
0.58,61.5,61.9,5.3,5.34,3.27,2,6,2
0.54,62,56,5.25,5.17,3.23,3,6,2
0.54,60.3,58,5.32,5.26,3.19,4,6,2
0.7,62.5,60,5.64,5.68,3.54,5,4,2
0.7,59.1,59,5.77,5.83,3.43,4,4,2
0.7,60.6,57,5.73,5.79,3.49,5,4,2
0.74,63.2,58,5.75,5.71,3.62,5,5,2
0.74,58.8,61,5.88,5.82,3.44,4,5,2
0.74,59.8,58,5.93,5.88,3.53,4,2,2
0.7,61.5,58,5.74,5.67,3.51,4,5,2
0.57,61.6,55,5.33,5.39,3.3,3,7,2
0.72,61.7,58,5.77,5.67,3.53,4,1,2
0.53,62.3,56,5.24,5.2,3.25,3,5,2
0.52,59.2,58,5.28,5.31,3.14,5,4,2
0.71,65,58,5.57,5.53,3.61,1,4,2
0.58,62.4,55,5.33,5.34,3.33,5,5,2
0.58,61.8,57,5.33,5.35,3.3,3,6,2
0.71,61.5,59,5.71,5.74,3.52,3,1,2
0.57,61.7,60,5.32,5.28,3.27,4,7,2
0.72,64,56,5.65,5.73,3.65,5,2,2
0.7,63,55,5.59,5.64,3.54,5,3,2
0.7,63.3,58,5.61,5.64,3.56,5,3,2
0.79,57.6,59,6.13,6.06,3.51,2,1,2
0.36,62,56,4.56,4.6,2.84,3,7,1
0.34,61.3,60,4.47,4.53,2.76,4,3,1
0.36,61.8,60,4.53,4.57,2.81,5,4,1
0.34,62.2,56,4.48,4.53,2.8,3,3,1
0.34,61.5,54,4.5,4.54,2.78,3,3,1
0.36,62.7,55,4.54,4.59,2.86,3,4,1
0.36,61.2,63,4.56,4.59,2.8,5,4,1
0.34,63.3,56,4.39,4.45,2.8,2,3,1
0.36,61.5,60,4.54,4.6,2.81,4,7,1
0.36,62.3,57,4.52,4.57,2.83,3,7,1
0.34,60.5,56,4.54,4.58,2.76,3,3,1
0.24,61.4,57,4.03,4.06,2.48,5,5,1
0.38,63.2,59,4.59,4.62,2.91,5,1,1
0.36,62.3,53,4.57,4.61,2.86,3,3,1
0.36,61.7,54,4.56,4.62,2.83,3,3,1
0.72,61,57,5.76,5.83,3.56,3,2,2
0.7,64.2,60,5.52,5.6,3.57,2,3,2
0.7,65.2,58,5.49,5.55,3.6,1,3,2
0.71,62.3,61,5.65,5.61,3.51,4,3,2
0.71,65.1,55,5.69,5.65,3.69,1,3,2
0.73,64.7,60,5.68,5.64,3.66,1,4,2
0.67,61,61,5.66,5.61,3.44,4,4,2
0.51,62.7,56,5.11,5.13,3.21,5,5,2
0.53,61.7,56,5.23,5.2,3.22,3,4,2
0.53,62.2,54,5.22,5.17,3.23,3,4,2
0.57,62.1,59,5.31,5.28,3.29,4,5,2
0.62,62,56,5.46,5.48,3.39,3,3,2
0.5,62,55,5.1,5.12,3.17,3,5,2
0.5,63,57,5.01,5.05,3.17,5,5,2
0.5,62.2,54,5.09,5.11,3.17,3,5,2
0.71,62,56,5.7,5.75,3.55,3,1,2
0.57,60.9,56,5.38,5.36,3.27,3,3,2
0.57,61.9,56,5.39,5.3,3.31,3,5,2
0.59,63.7,59,5.3,5.28,3.37,2,1,2
0.61,60.8,56,5.51,5.47,3.34,3,3,2
0.77,62.4,63,5.8,5.84,3.63,5,2,2
0.73,62.8,55,5.69,5.72,3.58,3,1,2
0.7,61.9,58,5.67,5.7,3.52,3,2,2
0.71,63.3,58,5.65,5.69,3.59,5,3,2
0.56,62.3,55,5.25,5.31,3.29,3,4,2
0.71,64.8,58,5.6,5.57,3.62,1,4,2
0.51,62.1,55,5.14,5.16,3.2,5,6,2
0.7,61.8,61,5.66,5.63,3.49,4,4,2
0.51,61.6,57,5.19,5.14,3.18,3,7,2
0.72,57.9,58,5.98,5.91,3.44,2,3,2
0.7,58.1,60,5.81,5.79,3.37,4,4,2
0.73,62.2,58,5.71,5.77,3.57,5,4,2
0.61,60.2,57,5.49,5.58,3.33,5,2,2
0.56,62.6,55,5.25,5.29,3.3,3,7,2
0.7,60.7,57,5.72,5.75,3.48,5,3,2
0.7,59.4,62,5.77,5.82,3.44,5,2,2
0.72,61.7,58,5.73,5.78,3.55,4,5,2
0.7,58.4,63,5.77,5.84,3.39,5,5,2
0.7,61.8,57,5.71,5.68,3.52,3,6,2
1,62.7,59,6.39,6.33,3.98,4,3,2
0.57,60.2,60,5.44,5.36,3.25,4,4,2
0.48,62,54,5,5.05,3.11,3,5,2
